year month day nasdaq oil
2.015000000000000000e+03 1.000000000000000000e+01 2.000000000000000000e+01 4.880970215000000280e+03 4.584000000000000341e+01
2.015000000000000000e+03 1.000000000000000000e+01 2.100000000000000000e+01 4.840120117000000391e+03 4.521999999999999886e+01
2.015000000000000000e+03 1.000000000000000000e+01 2.200000000000000000e+01 4.920049804999999651e+03 4.489999999999999858e+01
2.015000000000000000e+03 1.000000000000000000e+01 2.300000000000000000e+01 5.031859863000000587e+03 4.390999999999999659e+01
2.015000000000000000e+03 1.000000000000000000e+01 2.600000000000000000e+01 5.034700195000000349e+03 4.318999999999999773e+01
2.015000000000000000e+03 1.000000000000000000e+01 2.700000000000000000e+01 5.030149902000000111e+03 4.321000000000000085e+01
2.015000000000000000e+03 1.000000000000000000e+01 2.800000000000000000e+01 5.095689940999999635e+03 4.592999999999999972e+01
2.015000000000000000e+03 1.000000000000000000e+01 2.900000000000000000e+01 5.074270019999999931e+03 4.602000000000000313e+01
2.015000000000000000e+03 1.000000000000000000e+01 3.000000000000000000e+01 5.053750000000000000e+03 4.660000000000000142e+01
2.015000000000000000e+03 1.100000000000000000e+01 2.000000000000000000e+00 5.127149902000000111e+03 4.611999999999999744e+01
2.015000000000000000e+03 1.100000000000000000e+01 3.000000000000000000e+00 5.145129882999999609e+03 4.788000000000000256e+01
2.015000000000000000e+03 1.100000000000000000e+01 4.000000000000000000e+00 5.142479980000000069e+03 4.632000000000000028e+01
2.015000000000000000e+03 1.100000000000000000e+01 5.000000000000000000e+00 5.127740234000000783e+03 4.527000000000000313e+01
2.015000000000000000e+03 1.100000000000000000e+01 6.000000000000000000e+00 5.147120117000000391e+03 4.432000000000000028e+01
2.015000000000000000e+03 1.100000000000000000e+01 9.000000000000000000e+00 5.095299804999999651e+03 4.386999999999999744e+01
2.015000000000000000e+03 1.100000000000000000e+01 1.000000000000000000e+01 5.083240234000000783e+03 4.422999999999999687e+01
2.015000000000000000e+03 1.100000000000000000e+01 1.100000000000000000e+01 5.067020019999999931e+03 4.295000000000000284e+01
2.015000000000000000e+03 1.100000000000000000e+01 1.200000000000000000e+01 5.005080077999999958e+03 4.174000000000000199e+01
2.015000000000000000e+03 1.100000000000000000e+01 1.300000000000000000e+01 4.927879882999999609e+03 4.068999999999999773e+01
2.015000000000000000e+03 1.100000000000000000e+01 1.600000000000000000e+01 4.984620117000000391e+03 4.167999999999999972e+01
2.015000000000000000e+03 1.100000000000000000e+01 1.700000000000000000e+01 4.986020019999999931e+03 4.072999999999999687e+01
2.015000000000000000e+03 1.100000000000000000e+01 1.800000000000000000e+01 5.075200195000000349e+03 4.075000000000000000e+01
2.015000000000000000e+03 1.100000000000000000e+01 1.900000000000000000e+01 5.073640136999999413e+03 4.054999999999999716e+01
2.015000000000000000e+03 1.100000000000000000e+01 2.000000000000000000e+01 5.104919922000000042e+03 3.939000000000000057e+01
2.015000000000000000e+03 1.100000000000000000e+01 2.300000000000000000e+01 5.102479980000000069e+03 3.927000000000000313e+01
2.015000000000000000e+03 1.100000000000000000e+01 2.400000000000000000e+01 5.102810059000000365e+03 4.089000000000000057e+01
2.015000000000000000e+03 1.100000000000000000e+01 2.500000000000000000e+01 5.116140136999999413e+03 4.121999999999999886e+01
2.015000000000000000e+03 1.100000000000000000e+01 2.700000000000000000e+01 5.127520019999999931e+03 4.057000000000000028e+01
2.015000000000000000e+03 1.100000000000000000e+01 3.000000000000000000e+01 5.108669922000000042e+03 4.042999999999999972e+01
2.015000000000000000e+03 1.200000000000000000e+01 1.000000000000000000e+00 5.156310059000000365e+03 4.057999999999999829e+01
2.015000000000000000e+03 1.200000000000000000e+01 2.000000000000000000e+00 5.123220215000000280e+03 3.992999999999999972e+01
2.015000000000000000e+03 1.200000000000000000e+01 3.000000000000000000e+00 5.037529784999999720e+03 4.107999999999999829e+01
2.015000000000000000e+03 1.200000000000000000e+01 4.000000000000000000e+00 5.142270019999999931e+03 4.000000000000000000e+01
2.015000000000000000e+03 1.200000000000000000e+01 7.000000000000000000e+00 5.101810059000000365e+03 3.764000000000000057e+01
2.015000000000000000e+03 1.200000000000000000e+01 8.000000000000000000e+00 5.098240234000000783e+03 3.746000000000000085e+01
2.015000000000000000e+03 1.200000000000000000e+01 9.000000000000000000e+00 5.022870117000000391e+03 3.715999999999999659e+01
2.015000000000000000e+03 1.200000000000000000e+01 1.000000000000000000e+01 5.045169922000000042e+03 3.675999999999999801e+01
2.015000000000000000e+03 1.200000000000000000e+01 1.100000000000000000e+01 4.933470215000000280e+03 3.564999999999999858e+01
2.015000000000000000e+03 1.200000000000000000e+01 1.400000000000000000e+01 4.952229980000000069e+03 3.631000000000000227e+01
2.015000000000000000e+03 1.200000000000000000e+01 1.500000000000000000e+01 4.995359863000000587e+03 3.732000000000000028e+01
2.015000000000000000e+03 1.200000000000000000e+01 1.600000000000000000e+01 5.071129882999999609e+03 3.554999999999999716e+01
2.015000000000000000e+03 1.200000000000000000e+01 1.700000000000000000e+01 5.002549804999999651e+03 3.497999999999999687e+01
2.015000000000000000e+03 1.200000000000000000e+01 1.800000000000000000e+01 4.923080077999999958e+03 3.471999999999999886e+01
2.015000000000000000e+03 1.200000000000000000e+01 2.100000000000000000e+01 4.968919922000000042e+03 3.454999999999999716e+01
2.015000000000000000e+03 1.200000000000000000e+01 2.200000000000000000e+01 5.001109863000000587e+03 3.611999999999999744e+01
2.015000000000000000e+03 1.200000000000000000e+01 2.300000000000000000e+01 5.045930175999999847e+03 3.675999999999999801e+01
2.015000000000000000e+03 1.200000000000000000e+01 2.400000000000000000e+01 5.048490234000000783e+03 3.761999999999999744e+01
2.015000000000000000e+03 1.200000000000000000e+01 2.800000000000000000e+01 5.040990234000000783e+03 3.635999999999999943e+01
2.015000000000000000e+03 1.200000000000000000e+01 2.900000000000000000e+01 5.107939940999999635e+03 3.788000000000000256e+01
2.015000000000000000e+03 1.200000000000000000e+01 3.000000000000000000e+01 5.065850097999999889e+03 3.659000000000000341e+01
2.015000000000000000e+03 1.200000000000000000e+01 3.100000000000000000e+01 5.007410155999999915e+03 3.713000000000000256e+01
2.016000000000000000e+03 1.000000000000000000e+00 4.000000000000000000e+00 4.903089844000000085e+03 3.681000000000000227e+01
2.016000000000000000e+03 1.000000000000000000e+00 5.000000000000000000e+00 4.891430175999999847e+03 3.596999999999999886e+01
2.016000000000000000e+03 1.000000000000000000e+00 6.000000000000000000e+00 4.835759765999999217e+03 3.396999999999999886e+01
2.016000000000000000e+03 1.000000000000000000e+00 7.000000000000000000e+00 4.689430175999999847e+03 3.328999999999999915e+01
2.016000000000000000e+03 1.000000000000000000e+00 8.000000000000000000e+00 4.643629882999999609e+03 3.320000000000000284e+01
2.016000000000000000e+03 1.000000000000000000e+00 1.100000000000000000e+01 4.637990234000000783e+03 3.142000000000000171e+01
2.016000000000000000e+03 1.000000000000000000e+00 1.200000000000000000e+01 4.685919922000000042e+03 3.042000000000000171e+01
2.016000000000000000e+03 1.000000000000000000e+00 1.300000000000000000e+01 4.526060059000000365e+03 3.042000000000000171e+01
2.016000000000000000e+03 1.000000000000000000e+00 1.400000000000000000e+01 4.615000000000000000e+03 3.121999999999999886e+01
2.016000000000000000e+03 1.000000000000000000e+00 1.500000000000000000e+01 4.488419922000000042e+03 2.944999999999999929e+01
2.016000000000000000e+03 1.000000000000000000e+00 1.900000000000000000e+01 4.476950195000000349e+03 2.846999999999999886e+01
2.016000000000000000e+03 1.000000000000000000e+00 2.000000000000000000e+01 4.471689940999999635e+03 2.667999999999999972e+01
2.016000000000000000e+03 1.000000000000000000e+00 2.100000000000000000e+01 4.472060059000000365e+03 2.955000000000000071e+01
2.016000000000000000e+03 1.000000000000000000e+00 2.200000000000000000e+01 4.591180175999999847e+03 3.207000000000000028e+01
2.016000000000000000e+03 1.000000000000000000e+00 2.500000000000000000e+01 4.518490234000000783e+03 3.030999999999999872e+01
2.016000000000000000e+03 1.000000000000000000e+00 2.600000000000000000e+01 4.567669922000000042e+03 2.953999999999999915e+01
2.016000000000000000e+03 1.000000000000000000e+00 2.700000000000000000e+01 4.468169922000000042e+03 3.232000000000000028e+01
2.016000000000000000e+03 1.000000000000000000e+00 2.800000000000000000e+01 4.506680175999999847e+03 3.321000000000000085e+01
2.016000000000000000e+03 1.000000000000000000e+00 2.900000000000000000e+01 4.613950195000000349e+03 3.365999999999999659e+01
2.016000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00 4.620370117000000391e+03 3.162000000000000099e+01
2.016000000000000000e+03 2.000000000000000000e+00 2.000000000000000000e+00 4.516950195000000349e+03 2.989999999999999858e+01
2.016000000000000000e+03 2.000000000000000000e+00 3.000000000000000000e+00 4.504240234000000783e+03 3.228999999999999915e+01
2.016000000000000000e+03 2.000000000000000000e+00 4.000000000000000000e+00 4.509560059000000365e+03 3.162999999999999901e+01
2.016000000000000000e+03 2.000000000000000000e+00 5.000000000000000000e+00 4.363140136999999413e+03 3.085999999999999943e+01
2.016000000000000000e+03 2.000000000000000000e+00 8.000000000000000000e+00 4.283750000000000000e+03 2.971000000000000085e+01
2.016000000000000000e+03 2.000000000000000000e+00 9.000000000000000000e+00 4.268759765999999217e+03 2.796000000000000085e+01
2.016000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+01 4.283589844000000085e+03 2.753999999999999915e+01
2.016000000000000000e+03 2.000000000000000000e+00 1.100000000000000000e+01 4.266839844000000085e+03 2.619000000000000128e+01
2.016000000000000000e+03 2.000000000000000000e+00 1.200000000000000000e+01 4.337509765999999217e+03 2.932000000000000028e+01
2.016000000000000000e+03 2.000000000000000000e+00 1.600000000000000000e+01 4.435959960999999566e+03 2.905000000000000071e+01
2.016000000000000000e+03 2.000000000000000000e+00 1.700000000000000000e+01 4.534060059000000365e+03 3.067999999999999972e+01
2.016000000000000000e+03 2.000000000000000000e+00 1.800000000000000000e+01 4.487540039000000434e+03 3.076999999999999957e+01
2.016000000000000000e+03 2.000000000000000000e+00 1.900000000000000000e+01 4.504430175999999847e+03 2.958999999999999986e+01
2.016000000000000000e+03 2.000000000000000000e+00 2.200000000000000000e+01 4.570609863000000587e+03 3.137000000000000099e+01
2.016000000000000000e+03 2.000000000000000000e+00 2.300000000000000000e+01 4.503580077999999958e+03 3.183999999999999986e+01
2.016000000000000000e+03 2.000000000000000000e+00 2.400000000000000000e+01 4.542609863000000587e+03 3.035000000000000142e+01
2.016000000000000000e+03 2.000000000000000000e+00 2.500000000000000000e+01 4.582200195000000349e+03 3.139999999999999858e+01
2.016000000000000000e+03 2.000000000000000000e+00 2.600000000000000000e+01 4.590470215000000280e+03 3.164999999999999858e+01
2.016000000000000000e+03 2.000000000000000000e+00 2.900000000000000000e+01 4.557950195000000349e+03 3.274000000000000199e+01
2.016000000000000000e+03 3.000000000000000000e+00 1.000000000000000000e+00 4.689600097999999889e+03 3.439000000000000057e+01
2.016000000000000000e+03 3.000000000000000000e+00 2.000000000000000000e+00 4.703419922000000042e+03 3.457000000000000028e+01
2.016000000000000000e+03 3.000000000000000000e+00 3.000000000000000000e+00 4.707419922000000042e+03 3.456000000000000227e+01
2.016000000000000000e+03 3.000000000000000000e+00 4.000000000000000000e+00 4.717020019999999931e+03 3.590999999999999659e+01
2.016000000000000000e+03 3.000000000000000000e+00 7.000000000000000000e+00 4.708250000000000000e+03 3.789999999999999858e+01
2.016000000000000000e+03 3.000000000000000000e+00 8.000000000000000000e+00 4.648819824000000153e+03 3.667000000000000171e+01
2.016000000000000000e+03 3.000000000000000000e+00 9.000000000000000000e+00 4.674379882999999609e+03 3.761999999999999744e+01
2.016000000000000000e+03 3.000000000000000000e+00 1.000000000000000000e+01 4.662160155999999915e+03 3.777000000000000313e+01
2.016000000000000000e+03 3.000000000000000000e+00 1.100000000000000000e+01 4.748470215000000280e+03 3.850999999999999801e+01
2.016000000000000000e+03 3.000000000000000000e+00 1.400000000000000000e+01 4.750279784999999720e+03 3.720000000000000284e+01
2.016000000000000000e+03 3.000000000000000000e+00 1.500000000000000000e+01 4.728669922000000042e+03 3.632000000000000028e+01
2.016000000000000000e+03 3.000000000000000000e+00 1.600000000000000000e+01 4.763970215000000280e+03 3.842999999999999972e+01
2.016000000000000000e+03 3.000000000000000000e+00 1.700000000000000000e+01 4.774990234000000783e+03 4.017000000000000171e+01
2.016000000000000000e+03 3.000000000000000000e+00 1.800000000000000000e+01 4.795649902000000111e+03 3.946999999999999886e+01
2.016000000000000000e+03 3.000000000000000000e+00 2.100000000000000000e+01 4.808870117000000391e+03 3.990999999999999659e+01
2.016000000000000000e+03 3.000000000000000000e+00 2.200000000000000000e+01 4.821660155999999915e+03 4.145000000000000284e+01
2.016000000000000000e+03 3.000000000000000000e+00 2.300000000000000000e+01 4.768859863000000587e+03 3.828000000000000114e+01
2.016000000000000000e+03 3.000000000000000000e+00 2.400000000000000000e+01 4.773500000000000000e+03 3.814000000000000057e+01
2.016000000000000000e+03 3.000000000000000000e+00 2.800000000000000000e+01 4.766790039000000434e+03 3.799000000000000199e+01
2.016000000000000000e+03 3.000000000000000000e+00 2.900000000000000000e+01 4.846620117000000391e+03 3.690999999999999659e+01
2.016000000000000000e+03 3.000000000000000000e+00 3.000000000000000000e+01 4.869290039000000434e+03 3.690999999999999659e+01
2.016000000000000000e+03 3.000000000000000000e+00 3.100000000000000000e+01 4.869850097999999889e+03 3.693999999999999773e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+00 4.914540039000000434e+03 3.535999999999999943e+01
2.016000000000000000e+03 4.000000000000000000e+00 4.000000000000000000e+00 4.891799804999999651e+03 3.429999999999999716e+01
2.016000000000000000e+03 4.000000000000000000e+00 5.000000000000000000e+00 4.843930175999999847e+03 3.452000000000000313e+01
2.016000000000000000e+03 4.000000000000000000e+00 6.000000000000000000e+00 4.920720215000000280e+03 3.774000000000000199e+01
2.016000000000000000e+03 4.000000000000000000e+00 7.000000000000000000e+00 4.848370117000000391e+03 3.729999999999999716e+01
2.016000000000000000e+03 4.000000000000000000e+00 8.000000000000000000e+00 4.850689940999999635e+03 3.974000000000000199e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.100000000000000000e+01 4.833399902000000111e+03 4.046000000000000085e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01 4.872089844000000085e+03 4.211999999999999744e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.300000000000000000e+01 4.947419922000000042e+03 4.170000000000000284e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.400000000000000000e+01 4.945890136999999413e+03 4.145000000000000284e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.500000000000000000e+01 4.938220215000000280e+03 4.039999999999999858e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.800000000000000000e+01 4.960020019999999931e+03 3.974000000000000199e+01
2.016000000000000000e+03 4.000000000000000000e+00 1.900000000000000000e+01 4.940330077999999958e+03 4.088000000000000256e+01
2.016000000000000000e+03 4.000000000000000000e+00 2.000000000000000000e+01 4.948129882999999609e+03 4.271999999999999886e+01
2.016000000000000000e+03 4.000000000000000000e+00 2.100000000000000000e+01 4.945890136999999413e+03 4.317999999999999972e+01
2.016000000000000000e+03 4.000000000000000000e+00 2.200000000000000000e+01 4.906229980000000069e+03 4.275999999999999801e+01
2.016000000000000000e+03 4.000000000000000000e+00 2.500000000000000000e+01 4.895790039000000434e+03 4.167000000000000171e+01
2.016000000000000000e+03 4.000000000000000000e+00 2.600000000000000000e+01 4.888279784999999720e+03 4.252000000000000313e+01
2.016000000000000000e+03 4.000000000000000000e+00 2.700000000000000000e+01 4.863140136999999413e+03 4.528999999999999915e+01
2.016000000000000000e+03 4.000000000000000000e+00 2.800000000000000000e+01 4.805290039000000434e+03 4.603000000000000114e+01
2.016000000000000000e+03 4.000000000000000000e+00 2.900000000000000000e+01 4.775359863000000587e+03 4.597999999999999687e+01
2.016000000000000000e+03 5.000000000000000000e+00 2.000000000000000000e+00 4.817589844000000085e+03 4.475000000000000000e+01
2.016000000000000000e+03 5.000000000000000000e+00 3.000000000000000000e+00 4.763220215000000280e+03 4.364999999999999858e+01
2.016000000000000000e+03 5.000000000000000000e+00 4.000000000000000000e+00 4.725640136999999413e+03 4.377000000000000313e+01
2.016000000000000000e+03 5.000000000000000000e+00 5.000000000000000000e+00 4.717089844000000085e+03 4.432999999999999829e+01
2.016000000000000000e+03 5.000000000000000000e+00 6.000000000000000000e+00 4.736160155999999915e+03 4.457999999999999829e+01
2.016000000000000000e+03 5.000000000000000000e+00 9.000000000000000000e+00 4.750209960999999566e+03 4.345000000000000284e+01
2.016000000000000000e+03 5.000000000000000000e+00 1.000000000000000000e+01 4.809879882999999609e+03 4.467999999999999972e+01
2.016000000000000000e+03 5.000000000000000000e+00 1.100000000000000000e+01 4.760689940999999635e+03 4.621000000000000085e+01
2.016000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01 4.737330077999999958e+03 4.664000000000000057e+01
2.016000000000000000e+03 5.000000000000000000e+00 1.300000000000000000e+01 4.717680175999999847e+03 4.621999999999999886e+01
2.016000000000000000e+03 5.000000000000000000e+00 1.600000000000000000e+01 4.775459960999999566e+03 4.771999999999999886e+01
2.016000000000000000e+03 5.000000000000000000e+00 1.700000000000000000e+01 4.715729980000000069e+03 4.828999999999999915e+01
2.016000000000000000e+03 5.000000000000000000e+00 1.800000000000000000e+01 4.739120117000000391e+03 4.811999999999999744e+01
2.016000000000000000e+03 5.000000000000000000e+00 1.900000000000000000e+01 4.712529784999999720e+03 4.815999999999999659e+01
2.016000000000000000e+03 5.000000000000000000e+00 2.000000000000000000e+01 4.769560059000000365e+03 4.767000000000000171e+01
2.016000000000000000e+03 5.000000000000000000e+00 2.300000000000000000e+01 4.765779784999999720e+03 4.811999999999999744e+01
2.016000000000000000e+03 5.000000000000000000e+00 2.400000000000000000e+01 4.861060059000000365e+03 4.803999999999999915e+01
2.016000000000000000e+03 5.000000000000000000e+00 2.500000000000000000e+01 4.894890136999999413e+03 4.910000000000000142e+01
2.016000000000000000e+03 5.000000000000000000e+00 2.600000000000000000e+01 4.901770019999999931e+03 4.900000000000000000e+01
2.016000000000000000e+03 5.000000000000000000e+00 2.700000000000000000e+01 4.933500000000000000e+03 4.935999999999999943e+01
2.016000000000000000e+03 5.000000000000000000e+00 3.100000000000000000e+01 4.948049804999999651e+03 4.910000000000000142e+01
2.016000000000000000e+03 6.000000000000000000e+00 1.000000000000000000e+00 4.952250000000000000e+03 4.907000000000000028e+01
2.016000000000000000e+03 6.000000000000000000e+00 2.000000000000000000e+00 4.971359863000000587e+03 4.914000000000000057e+01
2.016000000000000000e+03 6.000000000000000000e+00 3.000000000000000000e+00 4.942520019999999931e+03 4.868999999999999773e+01
2.016000000000000000e+03 6.000000000000000000e+00 6.000000000000000000e+00 4.968709960999999566e+03 4.971000000000000085e+01
2.016000000000000000e+03 6.000000000000000000e+00 7.000000000000000000e+00 4.961750000000000000e+03 5.036999999999999744e+01
2.016000000000000000e+03 6.000000000000000000e+00 8.000000000000000000e+00 4.974640136999999413e+03 5.122999999999999687e+01
2.016000000000000000e+03 6.000000000000000000e+00 9.000000000000000000e+00 4.958620117000000391e+03 5.052000000000000313e+01
2.016000000000000000e+03 6.000000000000000000e+00 1.000000000000000000e+01 4.894549804999999651e+03 4.909000000000000341e+01
2.016000000000000000e+03 6.000000000000000000e+00 1.300000000000000000e+01 4.848439940999999635e+03 4.889000000000000057e+01
2.016000000000000000e+03 6.000000000000000000e+00 1.400000000000000000e+01 4.843549804999999651e+03 4.849000000000000199e+01
2.016000000000000000e+03 6.000000000000000000e+00 1.500000000000000000e+01 4.834930175999999847e+03 4.792000000000000171e+01
2.016000000000000000e+03 6.000000000000000000e+00 1.600000000000000000e+01 4.844919922000000042e+03 4.614000000000000057e+01
2.016000000000000000e+03 6.000000000000000000e+00 1.700000000000000000e+01 4.800339844000000085e+03 4.800000000000000000e+01
2.016000000000000000e+03 6.000000000000000000e+00 2.000000000000000000e+01 4.837209960999999566e+03 4.939999999999999858e+01
2.016000000000000000e+03 6.000000000000000000e+00 2.100000000000000000e+01 4.843759765999999217e+03 4.895000000000000284e+01
2.016000000000000000e+03 6.000000000000000000e+00 2.200000000000000000e+01 4.833319824000000153e+03 4.915999999999999659e+01
2.016000000000000000e+03 6.000000000000000000e+00 2.300000000000000000e+01 4.910040039000000434e+03 4.934000000000000341e+01
2.016000000000000000e+03 6.000000000000000000e+00 2.400000000000000000e+01 4.707979980000000069e+03 4.670000000000000284e+01
2.016000000000000000e+03 6.000000000000000000e+00 2.700000000000000000e+01 4.594439940999999635e+03 4.579999999999999716e+01
2.016000000000000000e+03 6.000000000000000000e+00 2.800000000000000000e+01 4.691870117000000391e+03 4.792999999999999972e+01
2.016000000000000000e+03 6.000000000000000000e+00 2.900000000000000000e+01 4.779250000000000000e+03 4.985000000000000142e+01
2.016000000000000000e+03 6.000000000000000000e+00 3.000000000000000000e+01 4.842669922000000042e+03 4.827000000000000313e+01
2.016000000000000000e+03 7.000000000000000000e+00 1.000000000000000000e+00 4.862569824000000153e+03 4.902000000000000313e+01
2.016000000000000000e+03 7.000000000000000000e+00 5.000000000000000000e+00 4.822899902000000111e+03 4.672999999999999687e+01
2.016000000000000000e+03 7.000000000000000000e+00 6.000000000000000000e+00 4.859160155999999915e+03 4.736999999999999744e+01
2.016000000000000000e+03 7.000000000000000000e+00 7.000000000000000000e+00 4.876810059000000365e+03 4.521999999999999886e+01
2.016000000000000000e+03 7.000000000000000000e+00 8.000000000000000000e+00 4.956759765999999217e+03 4.536999999999999744e+01
2.016000000000000000e+03 7.000000000000000000e+00 1.100000000000000000e+01 4.988640136999999413e+03 4.472999999999999687e+01
2.016000000000000000e+03 7.000000000000000000e+00 1.200000000000000000e+01 5.022819824000000153e+03 4.682000000000000028e+01
2.016000000000000000e+03 7.000000000000000000e+00 1.300000000000000000e+01 5.005729980000000069e+03 4.486999999999999744e+01
2.016000000000000000e+03 7.000000000000000000e+00 1.400000000000000000e+01 5.034060059000000365e+03 4.564000000000000057e+01
2.016000000000000000e+03 7.000000000000000000e+00 1.500000000000000000e+01 5.029589844000000085e+03 4.592999999999999972e+01
2.016000000000000000e+03 7.000000000000000000e+00 1.800000000000000000e+01 5.055779784999999720e+03 4.522999999999999687e+01
2.016000000000000000e+03 7.000000000000000000e+00 1.900000000000000000e+01 5.036370117000000391e+03 4.464000000000000057e+01
2.016000000000000000e+03 7.000000000000000000e+00 2.000000000000000000e+01 5.089930175999999847e+03 4.496000000000000085e+01
2.016000000000000000e+03 7.000000000000000000e+00 2.100000000000000000e+01 5.073899902000000111e+03 4.396000000000000085e+01
2.016000000000000000e+03 7.000000000000000000e+00 2.200000000000000000e+01 5.100160155999999915e+03 4.340999999999999659e+01
2.016000000000000000e+03 7.000000000000000000e+00 2.500000000000000000e+01 5.097629882999999609e+03 4.239999999999999858e+01
2.016000000000000000e+03 7.000000000000000000e+00 2.600000000000000000e+01 5.110049804999999651e+03 4.215999999999999659e+01
2.016000000000000000e+03 7.000000000000000000e+00 2.700000000000000000e+01 5.139810059000000365e+03 4.189999999999999858e+01
2.016000000000000000e+03 7.000000000000000000e+00 2.800000000000000000e+01 5.154979980000000069e+03 4.113000000000000256e+01
2.016000000000000000e+03 7.000000000000000000e+00 2.900000000000000000e+01 5.162129882999999609e+03 4.153999999999999915e+01
2.016000000000000000e+03 8.000000000000000000e+00 1.000000000000000000e+00 5.184200195000000349e+03 4.004999999999999716e+01
2.016000000000000000e+03 8.000000000000000000e+00 2.000000000000000000e+00 5.137729980000000069e+03 3.950000000000000000e+01
2.016000000000000000e+03 8.000000000000000000e+00 3.000000000000000000e+00 5.159740234000000783e+03 4.079999999999999716e+01
2.016000000000000000e+03 8.000000000000000000e+00 4.000000000000000000e+00 5.166250000000000000e+03 4.192000000000000171e+01
2.016000000000000000e+03 8.000000000000000000e+00 5.000000000000000000e+00 5.221120117000000391e+03 4.182999999999999829e+01
2.016000000000000000e+03 8.000000000000000000e+00 8.000000000000000000e+00 5.213140136999999413e+03 4.306000000000000227e+01
2.016000000000000000e+03 8.000000000000000000e+00 9.000000000000000000e+00 5.225479980000000069e+03 4.278000000000000114e+01
2.016000000000000000e+03 8.000000000000000000e+00 1.000000000000000000e+01 5.204580077999999958e+03 4.175000000000000000e+01
2.016000000000000000e+03 8.000000000000000000e+00 1.100000000000000000e+01 5.228399902000000111e+03 4.350999999999999801e+01
2.016000000000000000e+03 8.000000000000000000e+00 1.200000000000000000e+01 5.232890136999999413e+03 4.446999999999999886e+01
2.016000000000000000e+03 8.000000000000000000e+00 1.500000000000000000e+01 5.262020019999999931e+03 4.571999999999999886e+01
2.016000000000000000e+03 8.000000000000000000e+00 1.600000000000000000e+01 5.227109863000000587e+03 4.657000000000000028e+01
2.016000000000000000e+03 8.000000000000000000e+00 1.700000000000000000e+01 5.228660155999999915e+03 4.681000000000000227e+01
2.016000000000000000e+03 8.000000000000000000e+00 1.800000000000000000e+01 5.240149902000000111e+03 4.820000000000000284e+01
2.016000000000000000e+03 8.000000000000000000e+00 1.900000000000000000e+01 5.238379882999999609e+03 4.847999999999999687e+01
2.016000000000000000e+03 8.000000000000000000e+00 2.200000000000000000e+01 5.244600097999999889e+03 4.679999999999999716e+01
2.016000000000000000e+03 8.000000000000000000e+00 2.300000000000000000e+01 5.260080077999999958e+03 4.753999999999999915e+01
2.016000000000000000e+03 8.000000000000000000e+00 2.400000000000000000e+01 5.217689940999999635e+03 4.628999999999999915e+01
2.016000000000000000e+03 8.000000000000000000e+00 2.500000000000000000e+01 5.212200195000000349e+03 4.696999999999999886e+01
2.016000000000000000e+03 8.000000000000000000e+00 2.600000000000000000e+01 5.218919922000000042e+03 4.764000000000000057e+01
2.016000000000000000e+03 8.000000000000000000e+00 2.900000000000000000e+01 5.232330077999999958e+03 4.696999999999999886e+01
2.016000000000000000e+03 8.000000000000000000e+00 3.000000000000000000e+01 5.222990234000000783e+03 4.632000000000000028e+01
2.016000000000000000e+03 8.000000000000000000e+00 3.100000000000000000e+01 5.213220215000000280e+03 4.467999999999999972e+01
2.016000000000000000e+03 9.000000000000000000e+00 1.000000000000000000e+00 5.227209960999999566e+03 4.317000000000000171e+01
2.016000000000000000e+03 9.000000000000000000e+00 2.000000000000000000e+00 5.249899902000000111e+03 4.439000000000000057e+01
2.016000000000000000e+03 9.000000000000000000e+00 6.000000000000000000e+00 5.275910155999999915e+03 4.485000000000000142e+01
2.016000000000000000e+03 9.000000000000000000e+00 7.000000000000000000e+00 5.283930175999999847e+03 4.546999999999999886e+01
2.016000000000000000e+03 9.000000000000000000e+00 8.000000000000000000e+00 5.259479980000000069e+03 4.763000000000000256e+01
2.016000000000000000e+03 9.000000000000000000e+00 9.000000000000000000e+00 5.125910155999999915e+03 4.588000000000000256e+01
2.016000000000000000e+03 9.000000000000000000e+00 1.200000000000000000e+01 5.211890136999999413e+03 4.628000000000000114e+01
2.016000000000000000e+03 9.000000000000000000e+00 1.300000000000000000e+01 5.155250000000000000e+03 4.490999999999999659e+01
2.016000000000000000e+03 9.000000000000000000e+00 1.400000000000000000e+01 5.173770019999999931e+03 4.361999999999999744e+01
2.016000000000000000e+03 9.000000000000000000e+00 1.500000000000000000e+01 5.249689940999999635e+03 4.385000000000000142e+01
2.016000000000000000e+03 9.000000000000000000e+00 1.600000000000000000e+01 5.244569824000000153e+03 4.303999999999999915e+01
2.016000000000000000e+03 9.000000000000000000e+00 1.900000000000000000e+01 5.235029784999999720e+03 4.334000000000000341e+01
2.016000000000000000e+03 9.000000000000000000e+00 2.000000000000000000e+01 5.241350097999999889e+03 4.385000000000000142e+01
2.016000000000000000e+03 9.000000000000000000e+00 2.100000000000000000e+01 5.295180175999999847e+03 4.532999999999999829e+01
