data	cotacao
24-11-2015	1.064
23-11-2015	1.064
20-11-2015	1.065
19-11-2015	1.073
18-11-2015	1.066
17-11-2015	1.064
16-11-2015	1.069
13-11-2015	1.078
12-11-2015	1.082
11-11-2015	1.074
10-11-2015	1.072
09-11-2015	1.075
06-11-2015	1.074
05-11-2015	1.088
04-11-2015	1.086
03-11-2015	1.097
02-11-2015	1.102
30-10-2015	1.101
29-10-2015	1.098
28-10-2015	1.092
27-10-2015	1.105
26-10-2015	1.106
23-10-2015	1.102
22-10-2015	1.111
21-10-2015	1.134
20-10-2015	1.135
19-10-2015	1.133
16-10-2015	1.135
15-10-2015	1.138
14-10-2015	1.147
13-10-2015	1.138
12-10-2015	1.136
09-10-2015	1.136
08-10-2015	1.128
07-10-2015	1.124
06-10-2015	1.127
05-10-2015	1.119
02-10-2015	1.121
01-10-2015	1.120
30-09-2015	1.118
29-09-2015	1.125
28-09-2015	1.125
25-09-2015	1.120
24-09-2015	1.123
23-09-2015	1.119
22-09-2015	1.112
21-09-2015	1.119
18-09-2015	1.131
17-09-2015	1.144
16-09-2015	1.129
15-09-2015	1.127
14-09-2015	1.132
11-09-2015	1.134
10-09-2015	1.128
09-09-2015	1.121
08-09-2015	1.120
07-09-2015	1.117
04-09-2015	1.115
03-09-2015	1.112
02-09-2015	1.123
01-09-2015	1.132
31-08-2015	1.121
28-08-2015	1.118
27-08-2015	1.125
26-08-2015	1.132
25-08-2015	1.152
24-08-2015	1.162
21-08-2015	1.139
20-08-2015	1.124
19-08-2015	1.112
18-08-2015	1.102
17-08-2015	1.108
14-08-2015	1.111
13-08-2015	1.115
12-08-2015	1.116
11-08-2015	1.104
10-08-2015	1.102
07-08-2015	1.097
06-08-2015	1.093
05-08-2015	1.091
04-08-2015	1.088
03-08-2015	1.095
31-07-2015	1.099
30-07-2015	1.093
29-07-2015	1.099
28-07-2015	1.106
27-07-2015	1.109
24-07-2015	1.098
23-07-2015	1.098
22-07-2015	1.093
21-07-2015	1.094
20-07-2015	1.083
17-07-2015	1.083
16-07-2015	1.088
15-07-2015	1.095
14-07-2015	1.101
13-07-2015	1.100
10-07-2015	1.116
09-07-2015	1.104
08-07-2015	1.108
07-07-2015	1.101
06-07-2015	1.106
03-07-2015	1.111
02-07-2015	1.108
01-07-2015	1.105
30-06-2015	1.114
29-06-2015	1.124
26-06-2015	1.117
25-06-2015	1.120
24-06-2015	1.121
23-06-2015	1.117
22-06-2015	1.134
19-06-2015	1.135
18-06-2015	1.136
17-06-2015	1.134
16-06-2015	1.125
15-06-2015	1.128
12-06-2015	1.127
11-06-2015	1.126
10-06-2015	1.133
09-06-2015	1.128
08-06-2015	1.129
05-06-2015	1.111
04-06-2015	1.124
03-06-2015	1.128
02-06-2015	1.116
01-06-2015	1.093
29-05-2015	1.099
28-05-2015	1.095
27-05-2015	1.091
26-05-2015	1.087
25-05-2015	1.098
22-05-2015	1.102
21-05-2015	1.111
20-05-2015	1.109
19-05-2015	1.115
18-05-2015	1.132
15-05-2015	1.145
14-05-2015	1.141
13-05-2015	1.136
12-05-2015	1.121
11-05-2015	1.116
08-05-2015	1.120
07-05-2015	1.127
06-05-2015	1.135
05-05-2015	1.119
04-05-2015	1.115
01-05-2015	1.120
30-04-2015	1.123
29-04-2015	1.113
28-04-2015	1.098
27-04-2015	1.089
24-04-2015	1.087
23-04-2015	1.083
22-04-2015	1.073
21-04-2015	1.074
20-04-2015	1.074
17-04-2015	1.081
16-04-2015	1.076
15-04-2015	1.069
14-04-2015	1.065
13-04-2015	1.057
10-04-2015	1.060
09-04-2015	1.066
08-04-2015	1.078
07-04-2015	1.082
06-04-2015	1.092
03-04-2015	1.098
02-04-2015	1.088
01-04-2015	1.076
31-03-2015	1.073
30-03-2015	1.083
27-03-2015	1.089
26-03-2015	1.088
25-03-2015	1.097
24-03-2015	1.093
23-03-2015	1.095
20-03-2015	1.082
19-03-2015	1.066
18-03-2015	1.087
17-03-2015	1.060
16-03-2015	1.057
13-03-2015	1.050
12-03-2015	1.064
11-03-2015	1.055
10-03-2015	1.070
09-03-2015	1.085
06-03-2015	1.084
05-03-2015	1.103
04-03-2015	1.108
03-03-2015	1.118
02-03-2015	1.119
27-02-2015	1.120
26-02-2015	1.120
25-02-2015	1.136
24-02-2015	1.134
23-02-2015	1.133
20-02-2015	1.138
19-02-2015	1.137
18-02-2015	1.140
17-02-2015	1.141
16-02-2015	1.135
13-02-2015	1.139
12-02-2015	1.140
11-02-2015	1.133
10-02-2015	1.132
09-02-2015	1.132
06-02-2015	1.132
05-02-2015	1.148
04-02-2015	1.135
03-02-2015	1.148
02-02-2015	1.134
30-01-2015	1.129
29-01-2015	1.132
28-01-2015	1.129
27-01-2015	1.138
26-01-2015	1.124
23-01-2015	1.121
22-01-2015	1.137
21-01-2015	1.161
20-01-2015	1.155
19-01-2015	1.161
16-01-2015	1.157
15-01-2015	1.163
14-01-2015	1.179
13-01-2015	1.177
12-01-2015	1.183
09-01-2015	1.184
08-01-2015	1.179
07-01-2015	1.184
06-01-2015	1.189
05-01-2015	1.193
02-01-2015	1.200
01-01-2015	1.210
